No,Link,Sumber,Tanggal,Tag,PIC,Teks_Lengkap,Teks_Bersih,Teks_Stemmed,Sentimen,Tanggal_Format
1,https://news.detik.com/berita/d-8114173/hore-naik-transjakarta-mrt-lrt-jakarta-rp-1-di-17-19-september,news.detik.com,16/9/25,Tarif,Rafi,"Hore! Naik Transjakarta, MRT, LRT Jakarta Rp 1 di 17 dan 19 September Dalam rangka memperingati Hari Perhubungan Nasional 2025 dan Hari Keselamatan Lalu Lintas dan Angkutan Jalan Nasional 2025, naik transportasi umum di Jakarta hanya Rp 1 pada tanggal 17 September dan 19 September 2025. Ini berlaku untukTransjakarta,MRThinggaLRT Jakarta.
Berikut informasi resmi dari Dishub DKI Jakarta.

SCROLL TO CONTINUE WITH CONTENT
Tarif Rp 1 untuk Transjakarta, MRT hingga LRT Jakarta berlaku selama tanggal 17 September dan 19 September 2025 pada waktu:
Berikut ketentuan penerapan tarif Rp 1 untuk naik Transjakarta, MRT, dan LRT Jakarta di tanggal 17 September dan 19 September 2025.
*Layanan Mikrotrans. Transjakarta Cares (Layanan penugasan Transportasi Jakarta lainnya), serta layanan gratis bagi Masyarakat berdasarkan Pergub DKI Jakarta No.133 tahun 2018 tentang Pelayanan Transjakarta Gratis dan Bus Gratis Bagi Masyarakat tertentu yang sudah memiliki tarif Rp O tetap berlaku sesuai tarif awal.

Berikut golongan yang bisa menggunakan Transjakarta, MRT, dan LRT Jakarta secara gratis.
- Penerima layanan gratis dengan kartu Jakcard Combo:
- Penerima layanan gratis dengan TJ Card:

Simak juga Video 'Rupa Halte Senen Sentral yang Kini Jadi Halte Jaga Jakarta':

[Gambas:Video 20detik]",hore transjakarta moda raya terpadu lintas rel terpadu jakarta rp september rangka memperingati perhubungan nasional keselamatan lintas angkutan jalan nasional transportasi umum jakarta rp tanggal september september berlaku untuktransjakartamrthinggalrt jakarta informasi resmi dishub dki jakarta scroll to continue with content tarif rp transjakarta moda raya terpadu lintas rel terpadu jakarta berlaku tanggal september september waktu ketentuan penerapan tarif rp transjakarta moda raya terpadu lintas rel terpadu jakarta tanggal september september layanan mikrotrans transjakarta cares layanan penugasan transportasi jakarta layanan gratis masyarakat berdasarkan pergub dki jakarta no tahun pelayanan transjakarta gratis bus gratis masyarakat memiliki tarif rp berlaku sesuai tarif golongan transjakarta moda raya terpadu lintas rel terpadu jakarta gratis penerima layanan gratis kartu jakcard combo penerima layanan gratis tj card simak video halte senen sentral halte jaga jakarta gambasvideo detik,hore transjakarta moda raya padu lintas rel padu jakarta rp september rangka ingat hubung nasional selamat lintas angkut jalan nasional transportasi umum jakarta rp tanggal september september laku untuktransjakartamrthinggalrt jakarta informasi resmi dishub dki jakarta scroll to continue with content tarif rp transjakarta moda raya padu lintas rel padu jakarta laku tanggal september september waktu tentu terap tarif rp transjakarta moda raya padu lintas rel padu jakarta tanggal september september layan mikrotrans transjakarta cares layan tugas transportasi jakarta layan gratis masyarakat dasar pergub dki jakarta no tahun layan transjakarta gratis bus gratis masyarakat milik tarif rp laku sesuai tarif golong transjakarta moda raya padu lintas rel padu jakarta gratis terima layan gratis kartu jakcard combo terima layan gratis tj card simak video halte senen sentral halte jaga jakarta gambasvideo detik,positif,2025-09-16
2,https://news.detik.com/berita/d-8084934/sejumlah-layanan-transjakarta-terganggu-imbas-demo-ini-daftar-rute-yang-dialihkan,news.detik.com,29/8/25,Layanan,Rafi,"Sejumlah Layanan Transjakarta Terganggu Imbas Demo, Ini Daftar Rute yang Dialihkan Sejumlah layananTransjakartapagi ini masih beroperasi secara situasional menyesuaikan kondisi imbas demo di lapangan. Beberapa koridor dan rute terpaksa dialihkan, diperpendek, bahkan ada yang dihentikan sementara.
""Selamat pagi teman-teman. Sejumlah layanan Transjakarta hari ini masih beroperasi situasional, menyesuaikan kondisi di lapangan,"" ujar Kepala Departemen Humas dan CSR Transjakarta, Ayu Wardhani dalam keterangannya, Jumat (29/8/2025).
Ayu mengimbau pelanggan untuk selalu mengecek informasi terbaru layanan Transjakarta melalui aplikasi TJ: Transjakarta atau media sosial resmi Transjakarta.
SCROLL TO CONTINUE WITH CONTENT

Berikut daftar lengkap penyesuaian layanan Transjakarta hari ini:Bus Rapid Transit (BRT)• Koridor 2 (Pulogadung-Balai Kota): Pengalihan rute mulai pukul 05.00 WIB.• Koridor 2A (Pulogadung-Rawa Buaya): Stop operasi.• Koridor 5 (Kampung Melayu-Ancol): Stop operasi.• Koridor 5C (PGC-Juanda): Stop operasi.• Koridor 7 (Kampung Melayu-Kampung Rambutan): Perpendekan rute jadi Kampung Rambutan-BNN.• Koridor 7F (Kampung Rambutan-Juanda): Stop operasi.• Koridor 14 (JIS-Senen): Perpendekan rute jadi JIS-Tanah Tinggi.
Angkutan Umum Integrasi• Rute 6H (Senen-Lebak Bulus): Dialihkan via Jl Budi Utomo.• Rute 1R (Blok M-Tanah Abang): Dialihkan via Jl Budi Utomo.• Rute 2P (Senen-Dukuh Atas): Dialihkan via Jl Budi Utomo.• Rute 5N (Kampung Melayu-Ragunan): Diperpendek jadi Ragunan-Kolong FO Kampung Melayu-Ragunan.• Rute 5B (Bidara Cina-Stasiun Tebet): Stop operasi.

Rusun• Rute 2H (Rusun Jatirawasari-Senen): Diperpendek sampai BS Honda Letjen Suprapto.
Mikrotrans• JAK02 (Duren Sawit-Kampung Melayu): Stop operasi.• JAK10B (Stasiun Gondangdia-Cikini via Kramat): Dialihkan di Jl Prajurit KKO Kwitang arah Senen.• JAK17 (Pulogadung-Terminal Senen): Dialihkan di Jl Kramat Raya.
Ayu menambahkan, pihaknya akan terus memperbarui informasi layanan sesuai kondisi terbaru di lapangan.



[Gambas:Video 20detik]",layanan transjakarta terganggu imbas demo daftar rute dialihkan layanantransjakartapagi beroperasi situasional menyesuaikan kondisi imbas demo lapangan koridor rute terpaksa dialihkan diperpendek dihentikan selamat pagi temanteman layanan transjakarta beroperasi situasional menyesuaikan kondisi lapangan kepala departemen humas csr transjakarta ayu wardhani keterangannya jumat ayu mengimbau pelanggan mengecek informasi terbaru layanan transjakarta aplikasi tj transjakarta media sosial resmi transjakarta scroll to continue with content daftar lengkap penyesuaian layanan transjakarta inibus rapid transit brt koridor pulogadungbalai kota pengalihan rute wib koridor pulogadungrawa buaya stop operasi koridor kampung melayuancol stop operasi koridor pgcjuanda stop operasi koridor kampung melayukampung rambutan perpendekan rute kampung rambutanbnn koridor kampung rambutanjuanda stop operasi koridor jissenen perpendekan rute jistanah tinggi angkutan umum integrasi rute senenlebak bulus dialihkan via jl budi utomo rute blok mtanah abang dialihkan via jl budi utomo rute senendukuh dialihkan via jl budi utomo rute kampung melayuragunan diperpendek ragunankolong fo kampung melayuragunan rute bidara cinastasiun tebet stop operasi rusun rute rusun jatirawasarisenen diperpendek bs honda letjen suprapto mikrotrans jak duren sawitkampung melayu stop operasi jakb stasiun gondangdiacikini via kramat dialihkan jl prajurit kko kwitang arah senen jak pulogadungterminal senen dialihkan jl kramat raya ayu memperbarui informasi layanan sesuai kondisi terbaru lapangan gambasvideo detik,layan transjakarta ganggu imbas demo daftar rute alih layanantransjakartapagi operasi situasional sesuai kondisi imbas demo lapang koridor rute paksa alih pendek henti selamat pagi temanteman layan transjakarta operasi situasional sesuai kondisi lapang kepala departemen humas csr transjakarta ayu wardhani terang jumat ayu imbau langgan ecek informasi baru layan transjakarta aplikasi tj transjakarta media sosial resmi transjakarta scroll to continue with content daftar lengkap sesuai layan transjakarta inibus rapid transit brt koridor pulogadungbalai kota alih rute wib koridor pulogadungrawa buaya stop operasi koridor kampung melayuancol stop operasi koridor pgcjuanda stop operasi koridor kampung melayukampung rambutan pendek rute kampung rambutanbnn koridor kampung rambutanjuanda stop operasi koridor jissenen pendek rute jistanah tinggi angkut umum integrasi rute senenlebak bulus alih via jl budi utomo rute blok mtanah abang alih via jl budi utomo rute senendukuh alih via jl budi utomo rute kampung melayuragunan pendek ragunankolong fo kampung melayuragunan rute bidara cinastasiun tebet stop operasi rusun rute rusun jatirawasarisenen pendek bs honda letjen suprapto mikrotrans jak duren sawitkampung melayu stop operasi jakb stasiun gondangdiacikini via kramat alih jl prajurit kko kwitang arah senen jak pulogadungterminal senen alih jl kramat raya ayu baru informasi layan sesuai kondisi baru lapang gambasvideo detik,positif,2025-08-29
3,https://news.detik.com/berita/d-8108095/truk-mogok-di-jalan-gatsu-arah-cawang-sejumlah-rute-transj-terganggu,news.detik.com,12/9/25,Operasional,Rafi,"Truk Mogok di Jalan Gatsu Arah Cawang, Sejumlah Rute TransJ Terganggu Truk mengalami gangguan di Jalan Gatot Subroto arah Cawang. Gangguan truk itu menyebabkan sejumlah ruteTransJakartamengalami keterlambatan.
""Koridor 9, Rute 6B, 6M, 9A dan Rute 9D mengalami keterlambatan kedatangan dikarenakan adanya truk yang mengalami kendala teknis di sekitar Halte Widya Chandra Telkomsel arah Pinang Ranti,"" demikian informasi akun X resmi Transjakarta pukul 07.09 WIB, dilihat, Jumat (12/9/2025).

SCROLL TO CONTINUE WITH CONTENT
Berdasarkan informasi lalu lintas via aplikasi Google Maps, tidak ada kepadatan berarti di dekat lokasi truk gangguan di jalan Gatsu arah Semanggi. Indikator lalu lintas terpantau berwarna biru.
Selain di Jalan Gatsu, TransJakarta juga menginformasikan adanya truk mogok di dekat halte Tanjung Duren arah Cawang. Sejumlah rute terganggu.
""Koridor 8, 8M, 8K, 9, 9A, 3F dan S11 mengalami keterlambatan kedatangan terkait adanya truk yang mogok di sekitar Halte Tanjung Duren arah Cawang,"" demikian informasi TransJakarta.

Lihat juga Video: Imbas Kecelakaan Truk, Jalan Tol Ancol Dipenuhi Cat Putih

[Gambas:Video 20detik]",truk mogok jalan gatsu arah cawang rute transjakarta terganggu truk mengalami gangguan jalan gatot subroto arah cawang gangguan truk menyebabkan rutetransjakartamengalami keterlambatan koridor rute rute mengalami keterlambatan kedatangan truk mengalami kendala teknis halte widya chandra telkomsel arah pinang ranti informasi akun resmi transjakarta wib jumat scroll to continue with content berdasarkan informasi lintas via aplikasi google maps kepadatan lokasi truk gangguan jalan gatsu arah semanggi indikator lintas terpantau berwarna biru jalan gatsu transjakarta menginformasikan truk mogok halte tanjung duren arah cawang rute terganggu koridor mengalami keterlambatan kedatangan terkait truk mogok halte tanjung duren arah cawang informasi transjakarta video imbas kecelakaan truk jalan tol ancol dipenuhi cat putih gambasvideo detik,truk mogok jalan gatsu arah cawang rute transjakarta ganggu truk alami ganggu jalan gatot subroto arah cawang ganggu truk sebab rutetransjakartamengalami lambat koridor rute rute alami lambat datang truk alami kendala teknis halte widya chandra telkomsel arah pinang ranti informasi akun resmi transjakarta wib jumat scroll to continue with content dasar informasi lintas via aplikasi google maps padat lokasi truk ganggu jalan gatsu arah semanggi indikator lintas pantau warna biru jalan gatsu transjakarta informasi truk mogok halte tanjung duren arah cawang rute ganggu koridor alami lambat datang kait truk mogok halte tanjung duren arah cawang informasi transjakarta video imbas celaka truk jalan tol ancol penuh cat putih gambasvideo detik,negatif,2025-12-09
4,https://news.detik.com/berita/d-8018912/rano-karno-rute-transjakarta-ancol-blok-m-akan-meluncur-agustus,news.detik.com,19/7/25,Operasional,Rafi,"Rano Karno: Rute TransJakarta Ancol-Blok M Akan Meluncur Agustus Wakil Gubernur DKI JakartaRano Karnomenargetkan rute baru TransJakarta yang menghubungkan kawasan Ancol dengan Blok M bisa mulai beroperasi pada Agustus mendatang. Rano menjelaskan pembukaan rute tersebut tengah didesain agar berjalan dengan matang.
Apalagi, kata Rano, kawasan Ancol saat ini juga sedang dilakukan penataan dan pembangunan infrastruktur penunjang.
""Tentu itu sedang didesain ya. Kita nggak mau sporadis juga. Wilayah Ancol itu kan memang sedang ada penggarapan. Kita harus atur betul jalurnya,"" kata Rano di kawasan Lebak Bulus, Jakarta Selatan, Sabtu (19/7/2025).
SCROLL TO CONTINUE WITH CONTENT
Menurutnya, jalur Ancol-Blok M akan mendukung aktivitas masyarakat yang menuju Jakarta International Stadium (JIS), yang kini menjadi markas Persija. Sebelumnya, Pemprov DKI menyiapkan 30 unit bus TransJakarta denganbrandingPersija untuk mendukung mobilitas suporter.
""Karena JIS-nya akan hidup. Apalagi Persija sudahhome basedi situ. Jadi tugas TransJakarta harus bisa menyalurkan itu,"" ujarnya.
Meski belum menyebut tanggal pasti, Rano menargetkan layanan baru Blok M-Ancol ini mulai berjalan seiring dengan dimulainya Liga 1 pada Agustus mendatang.
""Belum tentu bulan ini, tapi kalau kita hitung mulai Liga, ya mungkin sekitar Agustus, bulan-bulan depanlah,"" ungkapnya.
Pemerintah Provinsi DKI Jakarta berharap jalur ini bisa mempermudah akses warga, khususnya suporter sepakbola, ke kawasan Ancol dan stadion. Selain itu, penambahan rute diharapkan dapat mendorong penggunaan transportasi publik di Ibu Kota.

Lihat juga Video: Rencana Rute Baru Transjabodetabek, Bekasi-Dukuh Atas & Blok M-Ancol

[Gambas:Video 20detik]",rano karno rute transjakarta ancolblok meluncur agustus wakil gubernur dki jakartarano karnomenargetkan rute transjakarta menghubungkan kawasan ancol blok beroperasi agustus rano pembukaan rute tengah didesain berjalan matang rano kawasan ancol penataan pembangunan infrastruktur penunjang didesain nggak sporadis wilayah ancol penggarapan atur jalurnya rano kawasan lebak bulus jakarta selatan sabtu scroll to continue with content menurutnya jalur ancolblok mendukung aktivitas masyarakat jakarta international stadium jis markas persija pemprov dki unit bus transjakarta denganbrandingpersija mendukung mobilitas suporter jisnya hidup persija sudahhome basedi situ tugas transjakarta menyalurkan menyebut tanggal rano menargetkan layanan blok mancol berjalan seiring liga agustus hitung liga agustus bulanbulan depanlah pemerintah provinsi dki jakarta berharap jalur mempermudah akses warga suporter sepakbola kawasan ancol stadion penambahan rute diharapkan mendorong penggunaan transportasi publik kota video rencana rute transjabodetabek bekasidukuh blok mancol gambasvideo detik,rano karno rute transjakarta ancolblok luncur agustus wakil gubernur dki jakartarano karnomenargetkan rute transjakarta hubung kawasan ancol blok operasi agustus rano buka rute tengah desain jalan matang rano kawasan ancol tata bangun infrastruktur tunjang desain nggak sporadis wilayah ancol garap atur jalur rano kawasan lebak bulus jakarta selatan sabtu scroll to continue with content turut jalur ancolblok dukung aktivitas masyarakat jakarta international stadium jis markas persija pemprov dki unit bus transjakarta denganbrandingpersija dukung mobilitas suporter jisnya hidup persija sudahhome basedi situ tugas transjakarta salur sebut tanggal rano target layan blok mancol jalan iring liga agustus hitung liga agustus bulanbulan depan perintah provinsi dki jakarta harap jalur mudah akses warga suporter sepakbola kawasan ancol stadion tambah rute harap dorong guna transportasi publik kota video rencana rute transjabodetabek bekasidukuh blok mancol gambasvideo detik,positif,2025-07-19
5,https://oto.detik.com/berita/d-8127426/bus-listrik-transjakarta-kecelakaan-di-setiabudi-bukan-karena-rem-blong,oto.detik.com,24/9/25,Layanan,Rafi,"Bus Listrik Transjakarta Kecelakaan di Setiabudi: Bukan karena Rem Blong Bus listrik Transjakarta sempat mengalami kecelakaan pada 6 September lalu di Jalan Minangkabau, Setiabudi, Jakarta Selatan. Ditegaskan, bus listrik itu masih laik operasi. Penyebab kecelakaan bukan karena rem blong.
Bus listrik Damri 240177 menabrak toko di wilayah Setiabudi, Jakarta Selatan, awal September ini. Satu orang mengalami luka dalam peristiwa tersebut.
Banyak informasi yang beredar menyebutkan bus listrik tersebut mengalami rem blong. Namun ditegaskan, rem bus berfungsi dengan baik dan bus dinyatakan laik operasi.
SCROLL TO CONTINUE WITH CONTENT

""Informasi yang beredar ada rem blong dan segala macam, kami pastikan itu tidak terjadi. Jadi, kondisi armada itu layak operasi. Dan kemudian, kondisi pramudi pada saat pagi juga lulus fit to work,"" kata Direktur Utama PT Transportasi Jakarta (Transjakarta) Welfizon Yuza seperti dikutipAntara.
Welfizon mengatakan, masa kerja pramudi yang mengendarai bus itu terbilang cukup lama, yakni sekitar 8 tahun 10 bulan. Sopir berusia 44 tahun itu bukan pramudi baru dan armada dipastikan layak operasi.
Berdasarkan rekaman kamera CCTV dari dalam bus, kecelakaan itu terjadi saat bus melalui lintasan putar balik atau U-Turn.
""Lintasan ini sifatnya sementara. Karena ada dampak beberapa pembangunan infrastruktur di sini, rutenya mengalami peralihan. Kemudian, ada U-Turn yang cukup tajam dan penyebabnya pada saat melalui U-Turn, pramudi mengalami micro sleep,"" jelas Welfizon.

Setelah itu, bagian kiri bus menyerempet trotoar. Pengemudi kaget dan banting setir ke kanan. Saat bermaksud menginjak rem, karena sopir panik bus malah menabrak pertokoan.
Praktisi keselamatan berkendara yang juga Senior Instructor Safety Defensive Consultant Indonesia (SDCI), Sony Susmana, menjelaskan microsleep adalah kondisi pengemudi benar-benar letih.
""Microsleep adalah sebuah kondisi di mana otak pengemudi blank karena terlalu lelah akibat tidak beristirahat untuk refresh secara berkala,"" jelas Sony.",bus listrik transjakarta kecelakaan setiabudi rem blong bus listrik transjakarta mengalami kecelakaan september jalan minangkabau setiabudi jakarta selatan bus listrik laik operasi penyebab kecelakaan rem blong bus listrik damri menabrak toko wilayah setiabudi jakarta selatan september mengalami luka peristiwa informasi beredar bus listrik mengalami rem blong rem bus berfungsi bus dinyatakan laik operasi scroll to continue with content informasi beredar rem blong pastikan kondisi armada layak operasi kondisi pramudi pagi lulus fit to work direktur utama pt transportasi jakarta transjakarta welfizon yuza dikutipantara welfizon pramudi mengendarai bus terbilang tahun sopir berusia tahun pramudi armada layak operasi berdasarkan rekaman kamera cctv bus kecelakaan bus lintasan putar uturn lintasan sifatnya dampak pembangunan infrastruktur rutenya mengalami peralihan uturn tajam penyebabnya uturn pramudi mengalami micro sleep welfizon kiri bus menyerempet trotoar pengemudi kaget banting setir kanan menginjak rem sopir panik bus menabrak pertokoan praktisi keselamatan berkendara senior instructor safety defensive consultant indonesia sdci sony susmana microsleep kondisi pengemudi benarbenar letih microsleep kondisi otak pengemudi blank lelah akibat beristirahat refresh berkala sony,bus listrik transjakarta celaka setiabudi rem blong bus listrik transjakarta alami celaka september jalan minangkabau setiabudi jakarta selatan bus listrik laik operasi sebab celaka rem blong bus listrik damri tabrak toko wilayah setiabudi jakarta selatan september alami luka peristiwa informasi edar bus listrik alami rem blong rem bus fungsi bus nyata laik operasi scroll to continue with content informasi edar rem blong pasti kondisi armada layak operasi kondisi pramudi pagi lulus fit to work direktur utama pt transportasi jakarta transjakarta welfizon yuza dikutipantara welfizon pramudi kendara bus bilang tahun sopir usia tahun pramudi armada layak operasi dasar rekam kamera cctv bus celaka bus lintas putar uturn lintas sifat dampak bangun infrastruktur rute alami alih uturn tajam sebab uturn pramudi alami micro sleep welfizon kiri bus serempet trotoar kemudi kaget banting setir kanan injak rem sopir panik bus tabrak toko praktisi selamat kendara senior instructor safety defensive consultant indonesia sdci sony susmana microsleep kondisi kemudi benarbenar letih microsleep kondisi otak kemudi blank lelah akibat istirahat refresh kala sony,negatif,2025-09-24
6,https://news.detik.com/berita/d-8099155/transjakarta-investigasi-internal-usai-bus-seruduk-warung-di-jaksel,news.detik.com,6/9/25,Layanan,Rafi,"Gagal Error Koneksi: HTTPSConnectionPool(host='news.detik.com', port=443): Max retries exceeded with url: /berita/d-8099155/transjakarta-investigasi-internal-usai-bus-seruduk-warung-di-jaksel (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000020C4C827890>, 'Connection to news.detik.com timed out. (connect timeout=15)'))",gagal error koneksi httpsconnectionpoolhostnewsdetikcom port max retries exceeded with url beritadtransjakartainvestigasiinternalusaibusserudukwarungdijaksel caused by connecttimeouterror connection to newsdetikcom timed out connect timeout,gagal error koneksi httpsconnectionpoolhostnewsdetikcom port max retries exceeded with url beritadtransjakartainvestigasiinternalusaibusserudukwarungdijaksel caused by connecttimeouterror connection to newsdetikcom timed out connect timeout,negatif,2025-06-09
7,https://news.detik.com/berita/d-8125150/investigasi-3-kali-kecelakaan-bus-dalam-sebulan-transj-gandeng-knkt,news.detik.com,22/9/25,Layanan,Rafi,"Gagal Error Koneksi: HTTPSConnectionPool(host='news.detik.com', port=443): Max retries exceeded with url: /berita/d-8125150/investigasi-3-kali-kecelakaan-bus-dalam-sebulan-transj-gandeng-knkt (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000020C4EB9F110>, 'Connection to news.detik.com timed out. (connect timeout=15)'))",gagal error koneksi httpsconnectionpoolhostnewsdetikcom port max retries exceeded with url beritadinvestigasikalikecelakaanbusdalamsebulantransjgandengknkt caused by connecttimeouterror connection to newsdetikcom timed out connect timeout,gagal error koneksi httpsconnectionpoolhostnewsdetikcom port max retries exceeded with url beritadinvestigasikalikecelakaanbusdalamsebulantransjgandengknkt caused by connecttimeouterror connection to newsdetikcom timed out connect timeout,negatif,2025-09-22
